"id","route_name","route_link","busname","bustype","departing_time","duration","reaching_time","star_rating","price","seats_available"
14712,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Ankita Paribahan(Parameswar)","A/C Seater (2+3)","","04h 25m","",2.6,"288.00",36
14713,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Basu Travels","A/C Seater Push Back (2+3)","","05h 05m","",2.6,"319.00",30
14714,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Basu Travels","A/C Seater Push Back (2+3)","","05h 00m","",2.6,"319.00",30
14715,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Sagufta Travels(Atithi)","A/C Seater Push Back (2+3)","","05h 05m","",2.2,"291.00",20
14716,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Bus Service","Non AC Seater (2+3)","","05h 40m","",1.1,"350.00",54
14717,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Samanta Travels","NON A/C Seater (2+3)","","05h 00m","",3.2,"199.00",61
14718,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 00m","",3.1,"279.00",23
14719,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 25m","",3.1,"369.00",25
14720,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 19m","",3.1,"289.00",26
14721,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 25m","",3.1,"299.00",26
14722,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 35m","",3.1,"259.00",31
14723,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 15m","",3.1,"325.00",24
14724,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Bengal Surface Transport","A/C Seater Push Back (2+3)","","04h 50m","",3,"319.00",31
14725,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Ankita Paribahan","AC Seater (2+3)","","04h 00m","",2.6,"378.00",31
14726,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Satya Paribahan","A/C Seater (2+3)","","04h 40m","",2.5,"320.00",61
14727,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Ankita Paribahan","A/C Seater Push Back (2+3)","","04h 30m","",2.6,"378.00",26
14728,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","RAYAN","A/C Seater / Sleeper (2+1)","","05h 20m","",2.3,"500.00",0
14729,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Tara Ma Paribahan","Non AC Seater (2+3)","","05h 00m","",1,"220.00",54
14730,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","Non AC Seater (2+3)","","05h 40m","",1.5,"450.00",0
14731,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 10:00 (KHIRPAI DEPOT) - 3506","Non AC Seater (2+3)","","04h 30m","",3,"155.00",51
14732,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-FALTA - DIGHA - VIA - KOLKATA - 07:00 (FALTA DEPOT - 547","Non AC Seater (2+3)","","04h 30m","",2.8,"155.00",51
14733,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 10:30 (MID DEPOT) - 3363","Non AC Seater (2+3)","","04h 30m","",3.6,"155.00",52
14734,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-ARAMBAG - DIGHA - VIA - KOLKATA - 07:40 - 1307","Non AC Seater (2+3)","","04h 30m","",3.3,"155.00",52
14735,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 11:45 (KALNA DEPOT) - 3822","Non AC Seater (2+3)","","04h 30m","",4.1,"155.00",52
14736,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971","Non AC Seater (2+3)","","04h 30m","",2.7,"155.00",52
14737,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543","Non AC Seater (2+3)","","08h 45m","",4.8,"162.00",0
14738,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 23:30 (DIGHA DEPOT) - 3988","Non AC Seater (2+3)","","04h 30m","",3.9,"155.00",0
14739,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745","Non AC Seater (2+3)","","04h 30m","",4.3,"155.00",0
14740,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","05h 00m","",4.6,"725.00",0
14741,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Maa Chandi)","A/C Seater / Sleeper (2+2)","","05h 13m","",4.3,"394.00",0
14742,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Mayuri Express","AC Seater (2+2)","","05h 15m","",4.1,"360.00",0
14743,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Express Line","VE A/C Seater (2+2)","","05h 00m","",4.3,"299.00",0
14744,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Maa Chandi Travels","A/C Seater / Sleeper (2+2)","","05h 13m","",4.1,"400.00",0
14745,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Bhorpet Travels)","AC Seater (2+2)","","04h 40m","",4.4,"394.00",0
14746,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (SONAMONI)","AC Seater (2+3)","","04h 42m","",4.5,"270.00",19
14747,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 01m","",3.2,"221.00",0
14748,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 15m","",3.2,"213.00",0
14749,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Angel)","A/C Seater (2+2)","","05h 12m","",4.2,"347.00",0
14750,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 46m","",3.5,"238.00",46
14751,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Bhorpet)","AC Seater (2+2)","","04h 50m","",3.7,"320.00",0
14752,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Maa Gauri)","AC Seater (2+3)","","04h 30m","",3.3,"270.00",21
14753,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Shinjini)","AC Seater (2+2)","","04h 50m","",3.9,"320.00",0
14754,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Sonamoni)","A/C Seater Push Back (2+3)","","05h 00m","",3.6,"291.00",20
14755,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba (Sneha Gold)","AC Seater (2+3)","","04h 30m","",3.6,"342.00",26
14756,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Mayuri)","A/C Seater (2+2)","","04h 45m","",3.8,"394.00",0
14757,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba(Samanta)","AC Seater (2+3)","","04h 25m","",3.6,"333.00",25
14758,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Maity)","A/C Seater (2+3)","","04h 55m","",3.1,"299.00",0
14759,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Shinjini)","AC Seater (2+3)","","05h 05m","",2.9,"333.00",0
14760,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 05m","",2.5,"285.00",0
14761,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","04h 40m","",2.6,"320.00",0
14762,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Atithi)","A/C Seater Push Back (2+3)","","05h 01m","",2.8,"347.00",0
14763,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan(Maa Gauri Gold)","AC Seater (2+3)","","04h 45m","",2.7,"270.00",20
14764,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 46m","",2,"238.00",51
14765,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Sathi)","A/C Seater (2+3)","","04h 20m","",1.7,"270.00",25
14766,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (BHORPET)","AC Seater (2+3)","","04h 20m","",1.7,"270.00",31
14767,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Mayuri Express","A/C Seater (2+3)","","04h 30m","",3.9,"270.00",61
14768,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Janhabi)","A/C Seater Push Back (2+3)","","04h 35m","",3,"315.00",31
14769,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba (Bhunia)","AC Seater (2+3)","","04h 40m","",3.9,"333.00",39
14770,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Maa Gouri)","AC Seater (2+3)","","04h 30m","",2.6,"270.00",20
14771,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan(SONAMONI)","A/C Seater (2+3)","","04h 42m","",2.9,"270.00",20
14772,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 55m","",2.2,"238.00",0
14773,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan(Maa Chandi)","AC Seater (2+3)","","04h 30m","",1.2,"270.00",20
14774,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Subhadip Travels(Radha Gobinda)","A/C Seater (2+3)","","05h 35m","",4.2,"288.00",66
14775,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Maa Chandi)","AC Seater (2+3)","","04h 25m","",3.6,"270.00",20
14776,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Ruposhi)","AC Seater (2+3)","","04h 55m","",3.6,"270.00",31
14777,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Ruposhi)","AC Seater (2+3)","","04h 55m","",3.5,"270.00",30
14778,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Shinjini)","AC Seater (2+2)","","04h 50m","",3.5,"320.00",0
14779,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Arunita Paribahan","AC Seater (2+2)","","05h 00m","",4.1,"320.00",0
14780,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba (Samanta)","AC Seater (2+3)","","04h 30m","",2.8,"333.00",41
14781,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","A/C Push Back (2+3)","","04h 30m","",2.1,"333.00",17
14782,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sneha Gold Bus Service","A/C Seater (2+3)","","04h 30m","",3.4,"300.00",15
14783,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Purusottam Travels","A/C Seater (2+3)","","05h 26m","",2.6,"300.00",46
14784,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Atithi)","A/C Seater (2+3)","","05h 05m","",3,"378.00",0
14785,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Pariseba(Santosh)","AC Seater (2+3)","","05h 00m","",3,"333.00",20
14786,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Maa Chandi)","A/C Seater Push Back (2+3)","","04h 35m","",2.4,"291.00",20
14787,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (ANGEL)","A/C Seater Push Back (2+2)","","05h 02m","",1.7,"370.00",0
14788,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Kojagor)","A/C Seater (2+3)","","04h 30m","",2.9,"291.00",10
14789,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Arunita Paribahan","A/C Executive (2+3)","","04h 30m","",4.1,"270.00",21
14790,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater Push Back (2+3)","","04h 46m","",2.8,"303.00",41
14791,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Samanta)","A/C Seater (2+3)","","04h 50m","",2.6,"291.00",20
14792,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Lokenath)","A/C Seater Push Back (2+3)","","05h 00m","",2.3,"347.00",0
14793,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Samanta Travels","A/C Seater (2+3)","","04h 40m","",2.2,"300.00",61
14794,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Maa Gouri)","AC Seater (2+3)","","04h 43m","",3.5,"270.00",20
14795,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Haimanti Bus Service","AC Seater (2+3)","","05h 40m","",1.8,"230.00",0
14796,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","06h 40m","",3.1,"378.00",0
14797,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Kojagor)","A/C Seater Push Back (2+3)","","04h 50m","",3.5,"291.00",26
14798,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Purusottam Travels","A/C Seater (2+3)","","05h 15m","",5,"320.00",46
14799,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","05h 00m","",3.5,"399.00",0
14800,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","04h 28m","",2,"312.00",20
14801,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan","A/C Push Back (2+3)","","04h 45m","",3.1,"378.00",21
14802,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater Push Back (2+3)","","05h 01m","",2,"319.00",0
14803,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan (Maity Motor)","A/C Seater Push Back (2+3)","","04h 40m","",3.1,"360.00",0
14804,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Janhabi)","A/C Seater Push Back (2+3)","","04h 30m","",3.2,"291.00",22
14805,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Santosh)","A/C Seater / Sleeper (2+2)","","04h 10m","",3.6,"380.00",0
14806,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","04h 20m","",2.7,"319.00",30
14807,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Arunita Paribahan","A/C Seater (2+3)","","04h 42m","",4.1,"270.00",36
14808,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 35m","",3.3,"299.00",46
14809,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan( Haimanti)","A/C Seater Push Back (2+3)","","04h 15m","",3,"405.00",0
14810,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Sagar Kanya)","A/C Seater Push Back (2+3)","","04h 35m","",2.5,"347.00",0
14811,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","AC Seater (2+3)","","04h 40m","",2.2,"333.00",0
14812,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Friends Travels","A/C Seater (2+3)","","05h 15m","",2.8,"324.00",0
14813,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater Push Back (2+3)","","05h 10m","",2.7,"335.00",0
14814,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","A/C Seater / Sleeper (2+2)","","05h 31m","",2,"349.00",0
14815,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Maa Gauri)","A/C Seater Push Back (2+3)","","04h 50m","",2.3,"291.00",19
14816,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Maa Gauri)","A/C Seater (2+3)","","04h 30m","",2.5,"291.00",16
14817,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Maa Gauri)","A/C Seater (2+3)","","04h 50m","",2.4,"291.00",20
14818,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 10m","",2.7,"200.00",0
14819,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","05h 05m","",2.3,"375.00",0
14820,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","04h 45m","",1.4,"319.00",30
14821,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Maa Gouri)","AC Seater (2+3)","","04h 30m","",3.6,"270.00",21
14822,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater Push Back (2+3)","","04h 20m","",1.7,"319.00",20
14823,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Maa Gouri)","AC Seater (2+3)","","04h 48m","",3.6,"270.00",21
14824,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Samanta Travels","A/C Seater (2+3)","","05h 00m","",2.3,"300.00",16
14825,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Shinjini)","AC Seater (2+3)","","04h 30m","",3.5,"351.00",36
14826,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 34m","",2.7,"299.00",36
14827,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 20m","",2.7,"250.00",0
14828,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Parameswar)","A/C Seater (2+3)","","04h 50m","",3.1,"405.00",0
14829,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kojagar Travels","A/C Seater (2+3)","","05h 50m","",3.7,"420.00",20
14830,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Subhadip Travels","A/C Executive (2+3)","","05h 00m","",4.2,"378.00",60
14831,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Subhadip Travels","A/C Executive (2+3)","","04h 15m","",4.2,"378.00",46
14832,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Subhadip Travels(Kojagar)","Non AC Seater (2+3)","","04h 40m","",4.2,"378.00",31
14833,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","AC Seater (2+3)","","04h 40m","",2.8,"333.00",41
14834,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Haimanti Bus Service","AC Seater (2+3)","","04h 50m","",1.8,"200.00",20
14835,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Kojagar Travels","A/C Seater (2+3)","","05h 10m","",3.7,"420.00",30
14836,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Purusottam Travels","NON A/C Seater (2+3)","","04h 25m","",3.6,"280.00",48
14837,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","06h 45m","",3.6,"349.00",46
14838,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Purusottam Travels","NON A/C Seater (2+3)","","04h 30m","",3.6,"250.00",33
14839,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan","AC Seater (2+3)","","05h 10m","",3.1,"360.00",41
14840,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","AC Seater (2+3)","","04h 40m","",2.8,"333.00",20
14841,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","AC Seater (2+3)","","04h 30m","",2.8,"333.00",25
14842,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Anadi Travels (Disha Gold)","A/C Seater Push Back (2+3)","","05h 40m","",1,"500.00",0
14843,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan","AC Seater (2+3)","","05h 20m","",3.1,"360.00",51
14844,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Friends Travels","A/C Seater (2+3)","","0-3h 00m","",2.8,"324.00",20
14845,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Friends Travels","A/C Seater (2+3)","","04h 40m","",2.8,"324.00",15
14846,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 30m","",2.7,"249.00",46
14847,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","Non AC Seater (2+3)","","05h 35m","",2.7,"220.00",40
14848,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 15m","",2.7,"250.00",36
14849,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 09m","",2.7,"349.00",46
14850,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 15m","",2.7,"300.00",46
14851,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 35m","",2.7,"350.00",0
14852,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Tara Ma Paribahan","Non AC Seater (2+3)","","05h 00m","",1,"220.00",54
14853,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","West bengal transport corporation - 74747","Non AC Seater (2+3)","","04h 20m","",2.2,"145.00",23
14854,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Express Line","Volvo 9600 Multi Axle Semi-Sleeper (2+2)","","03h 45m","",4.7,"299.00",43
14855,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","04h 45m","",4.4,"299.00",26
14856,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mayuri Express","AC Seater (2+2)","","04h 10m","",4,"270.00",40
14857,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","04h 25m","",4.3,"300.00",19
14858,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Express Line","VE A/C Seater (2+2)","","04h 10m","",4,"299.00",32
14859,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","03h 45m","",4.9,"270.00",41
14860,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Monikanchan Bus Service","Non AC Seater (2+3)","","03h 50m","",4.2,"194.00",28
14861,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","03h 50m","",2.9,"270.00",41
14862,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Snemita Pariseba(Samanta)","A/C Seater Push Back (2+3)","","04h 05m","",2.3,"243.00",32
14863,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Snemita Parisheba (Santosh)","AC Seater (2+3)","","03h 55m","",2.7,"243.00",35
14864,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Ankita Paribahan(Atithi)","A/C Seater (2+3)","","04h 20m","",2.1,"252.00",41
14865,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Mayuri Express","A/C Seater (2+3)","","04h 15m","",4.1,"280.00",42
14866,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Monikanchan Bus Service","A/C Seater (2+3)","","03h 35m","",4.3,"338.00",54
14867,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Ankita Paribahan (Maity Motor)","A/C Seater Push Back (2+3)","","03h 45m","",3.3,"270.00",40
14868,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Greenline","Volvo A/C Seater (2+2)","","04h 15m","",3.8,"300.00",27
14869,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","City Express (Jackson)","AC Seater (2+2)","","04h 00m","",3.5,"320.00",20
